Majority Protein ID,Sample 01_WT,Sample 02_T1,Sample 03_T2,Sample 04_WT,Sample 05_T1,Sample 06_T2,Sample 07_WT,Sample 08_T1,Sample 09_T2,Sample 10_WT,Sample 11_T1,Sample 12_T2,Sample 13_WT,Sample 14_T1,Sample 15_T2
B1AY13,0.4011315357739105,0.4812631438959892,0.5109684293699847,0.4786267302036946,0.393213498789976,0.48989586286719616,0.5581724076942788,0.533637023901648,0.4689483735475837,0.3792808079352235,0.46351820852526643,0.4417704852880126,0.3866773013421435,0.415009895376101,0.609712646845314
B1AZI6,0.06066047565407063,0.08870921344153508,0.07145182971895617,0.09831112262813366,0.053770625184821196,0.058447081657461424,0.061931366970078734,0.07672708838355012,0.02950756140054533,0.059856811631012016,0.08648433356334073,0.07785892446874172,0.05228879123238059,0.06047914582789651,0.04504461064199418
B2RPU2,0.18397964348673837,0.1683268900556878,0.09508855743780821,0.04881698457927023,0.2572265348514388,0.13333190558582772,0.17095207104224003,0.16582390483929446,0.1659320414215629,0.14228866302375465,0.10998951441358193,0.13374549930700297,0.1558807326511146,0.17807456577822875,0.10987150728406829
B2RQC6,2.5799710709245813,3.122553418550271,3.219474340477263,3.115680144735691,2.391281477094357,2.4358144921273044,2.6798798528908345,3.051050558272902,2.885234870096174,1.9673973216518763,3.2031580760626883,2.6547438232709033,2.3706980033054488,2.6578246344627816,3.0910405354537356
B2RQR8;P0DPD9,0.0,0.0,0.021427355942474077,0.013554940222504589,0.013645866919140425,0.0,0.023453714607560527,0.024755352983678015,0.012251787784634685,0.029013869533187724,0.02139708055649296,0.021211296179592342,0.04359237709342597,0.01858617155711864,0.012624160568007593
B2RR83,0.05802709517627239,0.07915465646416618,0.1277921755121298,0.11244257232132086,0.06180848269367579,0.06831611991928326,0.09511118180651834,0.0726584910778766,0.06254637440305698,0.033132486884689186,0.08887003246161124,0.09446532119664677,0.07398712732867571,0.06517665724146206,0.08801670241092667
B2RSH2,9.305847350416583,7.631661530954292,7.31268375757899,8.778737320358701,5.372156783852302,8.45980352702646,7.654371516261845,7.5341082707991,7.216075864747307,7.966718715590458,7.679861591644526,6.866578456947645,5.203971226768058,9.586286155379183,7.6645855620885435
B2RUJ5,1.5628278613750128,2.0379423354465525,1.632814044787944,1.335261997854077,1.2396791409548467,1.7186510598947538,1.2982986386851618,1.863407630473917,1.1598414278593783,1.7241617959141704,1.4385654416529758,1.8213990624452774,1.209456287164761,1.7800100295967178,1.7180434604033552
B2RUR8,0.7293722126183424,0.696872562209124,0.6091930748875712,0.6809727803210812,0.5286117745729352,0.6955474415457263,0.556932126646814,0.6181386602502519,0.5336420064117322,0.39131899823801175,0.6559022869622968,0.5248463084120361,0.5579724636372644,0.6019014904070847,0.7727601338634339
B2RXA1,0.015783128803817843,0.0189745657464476,0.018316757112691005,0.02076259891371567,0.012862836199381117,0.015579095986505868,0.01730651424564394,0.017828305263249248,0.012107870889919131,0.01446367967215989,0.022793868782415856,0.023787304288704538,0.0129446337954595,0.02635440519673308,0.018622795711637306
B2RXC1,1.1909555935507232,1.514348255250031,1.1105575189914711,1.0921680312546915,0.807031083025185,1.0280980709106782,0.8508787348959861,1.345120992011257,0.9656685695897983,1.088609429548336,1.0679025920898877,1.4275012942292613,1.1283988755095293,1.2723740366833312,1.3162361978061679
B2RXR6,0.1348772972889195,0.24609793336577662,0.12134703658474782,0.1576343084475251,0.14696448858325928,0.19381672388844262,0.16988634806812208,0.2571214399841882,0.09560128034906716,0.17478262232394234,0.1377988478844356,0.2361764548369664,0.13813207728077675,0.17762267989280744,0.15842633007142826
B2RXS4,1.5794255763583187,2.1321805542085146,1.541781009090459,1.6224328747455803,1.2489623003312702,1.5143979279334858,1.3600830093829486,1.825503604292856,1.2464674437201144,1.7605052297560482,1.6072134651528356,1.83376179707376,1.5641803156068175,1.6894226730308677,1.9851369962515322
B2RY04,0.6087837861614196,0.6734491899156883,0.7272629221872096,0.7889973391517635,0.40144003839997744,0.5490301811971408,0.5527519201535065,0.6782485838139266,0.5093186718096465,0.4517205036507849,0.6230302145852055,0.5459769399401517,0.4456022678483172,0.596436823885711,0.6897193438819752
B2RY56,0.4304325298226514,0.5187623287490151,0.469002199913444,0.4726397025761938,0.3548204648486208,0.48637976826379403,0.37871292739313167,0.5342828329977867,0.3924563141070738,0.5915191379579172,0.5171909367342831,0.5945949282486171,0.36191173570911395,0.47035540736613,0.5104277900209393
B7ZMP1,0.09058272495637663,0.04317472243268425,0.08705034038572027,0.08046874805203863,0.04540823446199407,0.05864286419787813,0.050369191427600754,0.06385561632127894,0.04259388325517596,0.13290528274971822,0.05591000805140396,0.05048993429653708,0.02600669053142043,0.054242069711674695,0.09638146326796848
B8ZXI1,0.05397039109515715,0.03374272961266472,0.023026351214500404,0.030722741944363103,0.028674018911282465,0.061743420348150904,0.034089354271247166,0.0,0.04396592163802329,0.051146288381504035,0.03505823010022997,0.01640254312498858,0.031055521145889626,0.05353796844834384,0.039483351665945285
